CELL_LINE_NAME	DRUG_NAME	MAX_CONC	LN_IC50
HSC-3	LGK974	10	4.725834
HSC-4	LGK974	10	2.251795
HT-1080	LGK974	10	3.171372
HT-1197	LGK974	10	3.920957
HT-1376	LGK974	10	4.38531
HT-144	LGK974	10	4.969146
HT-3	LGK974	10	2.740171
HuCCT1	LGK974	10	3.541409
HuH-7	LGK974	10	3.038494
HuO9	LGK974	10	4.258657
IGR-1	LGK974	10	3.775182
IMR-5	LGK974	10	3.301957
IST-MEL1	LGK974	10	6.253102
IST-MES1	LGK974	10	3.428888
JiyoyeP-2003	LGK974	10	3.88342
JVM-2	LGK974	10	4.090267
JVM-3	LGK974	10	3.627025
KALS-1	LGK974	10	5.087268
KARPAS-45	LGK974	10	2.797699
KARPAS-299	LGK974	10	2.470151
KARPAS-422	LGK974	10	3.55698
KATOIII	LGK974	10	3.384317
KE-37	LGK974	10	2.729577
KG-1	LGK974	10	3.590192
KINGS-1	LGK974	10	5.000733
KMOE-2	LGK974	10	3.333586
KMS-12-BM	LGK974	10	2.400525
HuP-T3	LGK974	10	5.198911
HuP-T4	LGK974	10	3.031321
HT55	LGK974	10	3.795776
H-EMC-SS	LGK974	10	4.38358
GP5d	LGK974	10	4.059916
DMS-53	LGK974	10	1.914403
G-402	LGK974	10	2.980574
G-401	LGK974	10	3.529586
KY821	LGK974	10	3.507527
KU812	LGK974	10	2.499482
KU-19-19	LGK974	10	3.747959
KS-1	LGK974	10	5.119246
KP-N-YN	LGK974	10	4.070795
KYSE-150	LGK974	10	4.814978
KYSE-180	LGK974	10	3.605298
KYSE-270	LGK974	10	3.21641
KYSE-450	LGK974	10	4.039036
L-428	LGK974	10	3.688328
L-540	LGK974	10	2.80149
LAMA-84	LGK974	10	2.557963
LC4-1	LGK974	10	3.451957
LNCaP-Clone-FGC	LGK974	10	3.415724
LOUCY	LGK974	10	3.048632
LoVo	LGK974	10	5.257813
LS-123	LGK974	10	5.295123
LS-411N	LGK974	10	4.832829
LU-99A	LGK974	10	4.708985
MDA-MB-175-VII	LGK974	10	5.218178
MDA-MB-361	LGK974	10	3.789545
MDA-MB-453	LGK974	10	2.199234
MDA-MB-468	LGK974	10	2.33092
MEL-JUSO	LGK974	10	4.14839
MEG-01	LGK974	10	2.87192
MES-SA	LGK974	10	3.437832
Mewo	LGK974	10	6.18925
MFE-280	LGK974	10	3.333821
MFE-296	LGK974	10	3.200529
MG-63	LGK974	10	4.685147
MHH-CALL-2	LGK974	10	2.722918
MHH-ES-1	LGK974	10	4.106449
MHH-PREB-1	LGK974	10	2.95843
MKN1	LGK974	10	4.615842
MKN28	LGK974	10	3.95941
ML-2	LGK974	10	2.989434
MLMA	LGK974	10	3.595417
MN-60	LGK974	10	3.078211
MOG-G-CCM	LGK974	10	6.096894
MOG-G-UVW	LGK974	10	4.941675
MOLT-13	LGK974	10	2.819657
MOLT-16	LGK974	10	2.427678
MONO-MAC-6	LGK974	10	2.632162
Mo-T	LGK974	10	2.874734
MPP-89	LGK974	10	3.552734
MRK-nu-1	LGK974	10	2.204269
MSTO-211H	LGK974	10	3.683526
MV-4-11	LGK974	10	0.812206
NALM-6	LGK974	10	2.770842
NAMALWA	LGK974	10	2.794892
NB69	LGK974	10	4.517043
NCCIT	LGK974	10	2.546718
NCI-H520	LGK974	10	5.090996
SNU-1	LGK974	10	3.492907
SNU-5	LGK974	10	3.12332
SNU-16	LGK974	10	2.812969
NH-12	LGK974	10	4.531074
NKM-1	LGK974	10	2.897145
NOMO-1	LGK974	10	2.924202
NTERA-2-cl-D1	LGK974	10	4.074397
NUGC-3	LGK974	10	4.788251
NCI-H747	LGK974	10	6.370529
NCI-H716	LGK974	10	5.184528
NCI-H596	LGK974	10	5.103476
NCI-H441	LGK974	10	7.145964
NCI-N87	LGK974	10	4.888342
NCI-H2452	LGK974	10	6.624121
NCI-H1793	LGK974	10	6.064994
NCI-H358	LGK974	10	5.838583
NCI-H1155	LGK974	10	3.415988
NCI-H28	LGK974	10	5.99359
NCI-H1581	LGK974	10	2.346252
NCI-H1573	LGK974	10	3.727752
NCI-H1666	LGK974	10	4.857901
NCI-H1703	LGK974	10	2.740376
NCI-H1755	LGK974	10	4.710657
NCI-H1993	LGK974	10	4.269211
NCI-H524	LGK974	10	3.084627
ONS-76	LGK974	10	4.887678
OPM-2	LGK974	10	2.937952
OS-RC-2	LGK974	10	4.350913
P12-ICHIKAWA	LGK974	10	2.814933
P30-OHK	LGK974	10	2.800312
P31-FUJ	LGK974	10	3.249999
PA-1	LGK974	10	4.066201
OCUB-M	LGK974	10	2.188253
OC-314	LGK974	10	5.109975
PF-382	LGK974	10	4.150866
Raji	LGK974	10	3.382677
RCM-1	LGK974	10	5.996062
RD	LGK974	10	4.375509
REH	LGK974	10	3.192992
RF-48	LGK974	10	3.509528
RKO	LGK974	10	3.440002
RMG-I	LGK974	10	7.101768
RPMI-6666	LGK974	10	3.484643
RPMI-8402	LGK974	10	2.587065
RS4-11	LGK974	10	3.035602
RT-112	LGK974	10	4.270407
Saos-2	LGK974	10	5.288627
SAS	LGK974	10	3.750974
SCC-9	LGK974	10	3.828027
SH-4	LGK974	10	4.85063
SJRH30	LGK974	10	3.47223
SJSA-1	LGK974	10	5.151171
SK-CO-1	LGK974	10	3.604252
SK-HEP-1	LGK974	10	4.43481
SK-LMS-1	LGK974	10	3.72622
SK-LU-1	LGK974	10	5.103187
SK-MEL-1	LGK974	10	4.168676
SK-MEL-24	LGK974	10	5.030908
SK-MES-1	LGK974	10	5.654835
SK-MG-1	LGK974	10	3.265037
SK-PN-DW	LGK974	10	3.8429
SK-UT-1	LGK974	10	3.695861
SNG-M	LGK974	10	3.661723
SNU-387	LGK974	10	5.668696
SNU-423	LGK974	10	5.787054
SNU-449	LGK974	10	5.207302
SNU-C2B	LGK974	10	5.503892
SUP-T1	LGK974	10	4.221534
SW13	LGK974	10	2.551285
SW1088	LGK974	10	4.321073
SW1116	LGK974	10	5.290566
SW1417	LGK974	10	5.869203
SW1463	LGK974	10	3.226027
SW1710	LGK974	10	4.169188
SW1783	LGK974	10	5.175099
SW48	LGK974	10	4.813515
SW626	LGK974	10	4.713191
SW684	LGK974	10	6.001832
SW837	LGK974	10	4.749568
SW872	LGK974	10	4.000378
SW948	LGK974	10	3.805016
SW982	LGK974	10	5.762399
T84	LGK974	10	3.353002
TGBC1TKB	LGK974	10	5.417615
TGBC11TKB	LGK974	10	3.047731
TUR	LGK974	10	2.691632
TYK-nu	LGK974	10	4.610138
U-2-OS	LGK974	10	4.155667
U-698-M	LGK974	10	2.574011
UMC-11	LGK974	10	2.6206
VM-CUB-1	LGK974	10	3.90789
VMRC-RCZ	LGK974	10	6.262217
WM-115	LGK974	10	6.247655
WSU-NHL	LGK974	10	2.630345
YAPC	LGK974	10	4.557773
YH-13	LGK974	10	4.274146
ZR-75-30	LGK974	10	3.643226
RCC10RGB	LGK974	10	6.768432
KURAMOCHI	LGK974	10	5.101257
KM-H2	LGK974	10	3.11499
HuO-3N1	LGK974	10	5.002491
OE19	LGK974	10	4.634726
Ramos-2G6-4C10	LGK974	10	2.907628
PSN1	LGK974	10	4.295235
OAW-42	LGK974	10	4.516764
OE33	LGK974	10	4.527535
CW-2	LGK974	10	3.52997
CGTH-W-1	LGK974	10	3.596645
COLO-320-HSR	LGK974	10	3.74793
ATN-1	LGK974	10	2.263782
CESS	LGK974	10	3.915295
COLO-678	LGK974	10	7.585292
COLO-684	LGK974	10	3.658996
COLO-668	LGK974	10	3.785749
LN-405	LGK974	10	4.659992
TGBC24TKB	LGK974	10	3.143007
BFTC-909	LGK974	10	4.214204
C2BBe1	LGK974	10	3.886907
AsPC-1	LGK974	10	5.43979
CA46	LGK974	10	3.869128
AU565	LGK974	10	3.6301
BALL-1	LGK974	10	3.010464
BL-41	LGK974	10	2.629716
BV-173	LGK974	10	2.849013
IA-LM	LGK974	10	4.648475
TGW	LGK974	10	3.601347
AN3-CA	LGK974	10	3.144113
A204	LGK974	10	3.918193
NY	LGK974	10	4.220635
C3A	LGK974	10	3.377583
CAL-85-1	LGK974	10	3.642311
CHL-1	LGK974	10	3.142401
NCI-H1651	LGK974	10	2.947966
RPMI-7951	LGK974	10	5.134807
SCC-4	LGK974	10	4.133522
SNU-C1	LGK974	10	3.945576
ST486	LGK974	10	3.491
SW1990	LGK974	10	3.714581
UACC-812	LGK974	10	4.132971
SCC-15	LGK974	10	4.361679
CAPAN-2	LGK974	10	4.586223
CAL-27	LGK974	10	2.602854
BC-1	LGK974	10	2.777786
A704	LGK974	10	3.275238
A101D	LGK974	10	4.636903
769-P	LGK974	10	4.061114
23132-87	LGK974	10	4.157251
BFTC-905	LGK974	10	3.451862
CAL-51	LGK974	10	3.640072
SCC-3	LGK974	10	3.85276
GAK	LGK974	10	3.78468
AM-38	LGK974	10	2.953926
A4-Fuk	LGK974	10	2.897936
A3-KAW	LGK974	10	3.307551
DOK	LGK974	10	4.015723
COR-L279	LGK974	10	3.752567
CHP-134	LGK974	10	4.099305
NEC8	LGK974	10	4.247868
CAS-1	LGK974	10	4.997054
ALL-PO	LGK974	10	2.43025
OCI-AML2	LGK974	10	2.431238
MFM-223	LGK974	10	4.855713
CML-T1	LGK974	10	2.873873
CAL-54	LGK974	10	3.486765
EFO-21	LGK974	10	6.133917
LS-1034	LGK974	10	4.957459
22RV1	LGK974	10	4.731942
8505C	LGK974	10	4.945979
B-CPAP	LGK974	10	6.003321
BPH-1	LGK974	10	3.889066
CAL-148	LGK974	10	5.089011
CAL-39	LGK974	10	4.001864
CaR-1	LGK974	10	3.665254
HDLM-2	LGK974	10	3.764247
HO-1-N-1	LGK974	10	4.169157
HTC-C3	LGK974	10	3.366374
KGN	LGK974	10	5.648837
KLE	LGK974	10	7.218878
K5	LGK974	10	4.26933
L-363	LGK974	10	3.391962
MDA-MB-415	LGK974	10	3.720283
NCI-H1975	LGK974	10	4.297719
MKN7	LGK974	10	5.280633
MDA-MB-157	LGK974	10	3.108148
MKN45	LGK974	10	4.647836
NCI-H810	LGK974	10	2.578106
MFH-ino	LGK974	10	5.147438
NOS-1	LGK974	10	2.867957
PANC-03-27	LGK974	10	4.003503
PANC-08-13	LGK974	10	5.454808
PANC-10-05	LGK974	10	5.095798
RL95-2	LGK974	10	3.404058
RO82-W-1	LGK974	10	6.969207
SiHa	LGK974	10	3.292081
SKG-IIIa	LGK974	10	3.43064
TT	LGK974	10	6.095237
TE-9	LGK974	10	3.477861
TE-6	LGK974	10	4.348928
TC-YIK	LGK974	10	2.947182
YT	LGK974	10	3.356049
BT-474	LGK974	10	3.371874
OAW-28	LGK974	10	4.36949
LCLC-97TM1	LGK974	10	3.853985
D-263MG	LGK974	10	4.13772
D-392MG	LGK974	10	4.166758
CAMA-1	LGK974	10	3.263762
Caov-4	LGK974	10	3.961759
BT-483	LGK974	10	6.346288
M059J	LGK974	10	5.377195
HAL-01	LGK974	10	2.442619
ES8	LGK974	10	3.616064
ES4	LGK974	10	5.245484
ES6	LGK974	10	5.550899
ES1	LGK974	10	3.956352
EW-7	LGK974	10	3.5128
EW-3	LGK974	10	4.312896
EW-1	LGK974	10	2.529928
EW-18	LGK974	10	3.800327
EW-16	LGK974	10	5.109792
EW-13	LGK974	10	3.968535
EW-22	LGK974	10	4.30295
EW-24	LGK974	10	3.799538
NB10	LGK974	10	3.558806
NB12	LGK974	10	3.873914
NB7	LGK974	10	3.308944
NB13	LGK974	10	3.557802
NB14	LGK974	10	2.427822
NB1	LGK974	10	2.908583
RH-1	LGK974	10	3.190498
Jurkat	LGK974	10	2.373012
LS-180	LGK974	10	4.350794
BICR22	LGK974	10	4.008924
BICR78	LGK974	10	3.539314
CCK-81	LGK974	10	2.469174
CL-40	LGK974	10	3.906942
EN	LGK974	10	4.112888
ES-2	LGK974	10	4.762
FU-OV-1	LGK974	10	6.03178
NCI-H2591	LGK974	10	5.359812
NCI-H2595	LGK974	10	6.437779
NCI-H2731	LGK974	10	4.935689
NCI-H3118	LGK974	10	3.364143
NCI-H513	LGK974	10	5.439623
HARA	LGK974	10	4.916371
HCC-15	LGK974	10	3.522914
HCC-44	LGK974	10	3.989534
HCC-827	LGK974	10	4.217465
Hs-633T	LGK974	10	4.5257
Hs-746T	LGK974	10	5.160993
IGR-37	LGK974	10	3.41563
IHH-4	LGK974	10	3.691629
IM-95	LGK974	10	3.586209
JHH-2	LGK974	10	4.164418
JHH-4	LGK974	10	3.405998
JHH-6	LGK974	10	4.070324
JHH-7	LGK974	10	3.543241
JHU-022	LGK974	10	5.30295
KYM-1	LGK974	10	2.917209
KYSE-220	LGK974	10	3.991245
LN-18	LGK974	10	4.756288
LN-229	LGK974	10	4.635318
MDA-MB-436	LGK974	10	3.216873
MDST8	LGK974	10	4.171438
MFE-319	LGK974	10	2.884591
MS751	LGK974	10	3.289687
NB(TU)1-10	LGK974	10	4.174317
NCI-H1869	LGK974	10	4.615339
NCI-H1915	LGK974	10	5.846553
NCI-H1944	LGK974	10	3.351349
NCI-H196	LGK974	10	4.99887
NCI-H2023	LGK974	10	3.897304
NCI-H211	LGK974	10	3.110991
NCI-H3122	LGK974	10	5.134611
NCI-H841	LGK974	10	3.752091
NCI-H847	LGK974	10	3.939593
OSC-20	LGK974	10	4.576738
OV-90	LGK974	10	4.053279
OVISE	LGK974	10	4.68059
OVKATE	LGK974	10	7.295575
OVMIU	LGK974	10	4.553983
PA-TU-8988T	LGK974	10	3.918035
PC-3_[JPC-3]	LGK974	10	5.890844
PL18	LGK974	10	4.156093
RERF-GC-1B	LGK974	10	4.508145
RH-41	LGK974	10	3.96453
SISO	LGK974	10	3.230386
SKN	LGK974	10	4.931756
SNU-182	LGK974	10	5.584378
SNU-398	LGK974	10	3.570981
SU8686	LGK974	10	4.956314
SUIT-2	LGK974	10	4.915304
TC-71	LGK974	10	3.066301
TOV-21G	LGK974	10	4.883288
TT2609-C02	LGK974	10	5.482662
WM278	LGK974	10	6.556774
SUP-B15	LGK974	10	4.383695
OCI-AML3	LGK974	10	2.58884
ASH-3	LGK974	10	4.987335
BICR10	LGK974	10	5.265444
CAL-29	LGK974	10	4.67715
CAL-78	LGK974	10	4.848879
CL-11	LGK974	10	6.405382
CS1	LGK974	10	6.214052
DAN-G	LGK974	10	3.686123
EFM-192A	LGK974	10	3.393169
FU97	LGK974	10	3.623786
G-292-Clone-A141B1	LGK974	10	5.347827
NCI-H2369	LGK974	10	5.339763
NCI-H2373	LGK974	10	5.596295
NCI-H2461	LGK974	10	5.241149
NCI-H2722	LGK974	10	6.906077
NCI-H2795	LGK974	10	4.011098
NCI-H2818	LGK974	10	5.174506
HCC1428	LGK974	10	4.658516
HCC-78	LGK974	10	4.204774
HDQ-P1	LGK974	10	5.156737
ALL-SIL	LGK974	10	3.786814
AMO-1	LGK974	10	1.827534
DND-41	LGK974	10	3.181974
EJM	LGK974	10	3.362041
HeLa	LGK974	10	2.501455
HPAC	LGK974	10	1.757124
Hs-766T	LGK974	10	6.470576
huH-1	LGK974	10	4.432929
JHH-1	LGK974	10	4.590679
JIMT-1	LGK974	10	4.954127
KMRC-1	LGK974	10	4.863176
KMRC-20	LGK974	10	4.431287
KP-1N	LGK974	10	5.106868
KP-2	LGK974	10	3.930762
KP-3	LGK974	10	5.342841
KYSE-50	LGK974	10	3.612749
LC-1-sq	LGK974	10	4.012583
LOU-NH91	LGK974	10	4.88562
NCI-H1435	LGK974	10	3.51948
NCI-H1568	LGK974	10	4.894512
NCI-H1688	LGK974	10	3.535858
NCI-H1781	LGK974	10	4.966434
NUGC-4	LGK974	10	6.755059
OCUM-1	LGK974	10	4.1396
OE21	LGK974	10	4.040803
OVTOKO	LGK974	10	6.286233
PANC-02-03	LGK974	10	5.184261
PANC-04-03	LGK974	10	7.416074
PA-TU-8902	LGK974	10	4.835633
PCI-30	LGK974	10	6.428932
PL4	LGK974	10	4.84782
RERF-LC-KJ	LGK974	10	5.477616
RERF-LC-Sq1	LGK974	10	5.173466
RKN	LGK974	10	4.321221
SAT	LGK974	10	4.28119
SCC90	LGK974	10	4.614719
SKN-3	LGK974	10	5.305465
SW1271	LGK974	10	5.270462
T-T	LGK974	10	3.579425
TOV-112D	LGK974	10	3.92217
VCaP	LGK974	10	3.975422
WM1552C	LGK974	10	4.28475
WM35	LGK974	10	3.931527
WM793B	LGK974	10	5.486223
GA-10	LGK974	10	3.21361
GRANTA-519	LGK974	10	3.974139
HCC1500	LGK974	10	3.563039
CHSA8926	LGK974	10	5.368894
COR-L32	LGK974	10	4.027156
Hs-445	LGK974	10	4.575152
HSC-39	LGK974	10	2.914574
JJN-3	LGK974	10	2.565511
JSC-1	LGK974	10	3.373255
KARPAS-1106P	LGK974	10	3.387023
KARPAS-231	LGK974	10	3.103772
KARPAS-620	LGK974	10	3.341484
KCL-22	LGK974	10	3.070974
KOPN-8	LGK974	10	3.121662
L-1236	LGK974	10	2.774013
ME-1	LGK974	10	4.492993
MOLM-13	LGK974	10	0.447361
MOLP-8	LGK974	10	3.271051
NCI-H1341	LGK974	10	4.113495
NCI-H1876	LGK974	10	3.871148
NCI-H2066	LGK974	10	5.548075
OCI-M1	LGK974	10	3.302314
P32-ISH	LGK974	10	3.046193
PWR-1E	LGK974	10	4.587927
RC-K8	LGK974	10	4.318555
SLVL	LGK974	10	3.465835
SU-DHL-10	LGK974	10	3.442164
SU-DHL-5	LGK974	10	3.175921
SU-DHL-6	LGK974	10	2.553864
SU-DHL-8	LGK974	10	2.974881
SUP-HD1	LGK974	10	3.938079
SUP-M2	LGK974	10	2.334113
TK	LGK974	10	3.524381
VAL	LGK974	10	2.895539
WIL2-NS	LGK974	10	2.964005
WSU-DLCL2	LGK974	10	3.19869
DOV13	LGK974	10	3.582019
Hey	LGK974	10	4.406067
OV-56	LGK974	10	3.952141
OVCA420	LGK974	10	4.880351
PEO1	LGK974	10	5.54478
FLO-1	LGK974	10	3.966076
OACp4C	LGK974	10	4.377577
OACM5-1	LGK974	10	4.477145
SK-GT-2	LGK974	10	3.604405
SK-GT-4	LGK974	10	6.731215
ESO26	LGK974	10	3.491874
ESO51	LGK974	10	2.572455
KYAE-1	LGK974	10	4.262067
EMC-BAC-2	LGK974	10	4.548223
TE-4	LGK974	10	2.825595
RCC-JW	LGK974	10	5.492939
MM1S	LGK974	10	2.105426
SNU-175	LGK974	10	3.817176
SNU-407	LGK974	10	3.49887
SNU-61	LGK974	10	4.884174
SNU-C5	LGK974	10	5.085242
DiFi	LGK974	10	4.806087
HT-115	LGK974	10	3.418577
LS-513	LGK974	10	4.308252
NCI-H508	LGK974	10	5.000019
CL-34	LGK974	10	4.445367
SNU-1040	LGK974	10	4.48261
SNU-81	LGK974	10	3.330745
ES5	LGK974	10	3.969797
NCI-H2029	LGK974	10	3.51832
NCI-H2227	LGK974	10	3.96671
NCI-H345	LGK974	10	6.9353
LU-139	LGK974	10	3.767068
HCC1599	LGK974	10	5.362048
CP66-MEL	LGK974	10	5.685032
DMS-79	LGK974	10	3.641379
HA7-RCC	LGK974	10	5.743514
TE-15	LGK974	10	3.480431
SK-MEL-5	LGK974	10	4.583485
EKVX	LGK974	10	3.475834
RXF393	LGK974	10	4.387768
ABC-1	LGK974	10	3.893253
DOHH-2	LGK974	10	2.258312
ECC12	LGK974	10	2.672585
EFO-27	LGK974	10	5.428186
GMS-10	LGK974	10	5.055594
HCC1569	LGK974	10	3.702899
HEL	LGK974	10	3.664614
HuTu-80	LGK974	10	2.399696
KASUMI-1	LGK974	10	2.500366
LP-1	LGK974	10	1.826879
SKM-1	LGK974	10	4.358593
UACC-893	LGK974	10	2.665019
RPMI-8866	LGK974	10	3.170674
A427	LGK974	10	2.566924
NCI-H250	LGK974	10	5.196539
TE-12	LGK974	10	4.988653
G-MEL	LGK974	10	4.142326
NCI-H2803	LGK974	10	4.97071
NCI-H2804	LGK974	10	4.598669
NCI-H2810	LGK974	10	5.244459
NCI-H2869	LGK974	10	6.053832
HCC-366	LGK974	10	4.692084
Hep3B2-1-7	LGK974	10	3.193834
H3255	LGK974	10	4.286916
Farage	LGK974	10	3.178124
NCI-H2135	LGK974	10	7.597165
PCI-4B	LGK974	10	2.757647
QGP-1	LGK974	10	5.052329
JURL-MK1	LGK974	10	3.167801
MDA-MB-330	LGK974	10	4.415093
OCI-AML5	LGK974	10	2.985562
OVK-18	LGK974	10	3.353812
NCC010	LGK974	10	4.148583
MC-CAR	VE-822	5	-0.275556
PFSK-1	VE-822	5	2.329377
A673	VE-822	5	2.123312
ES5	VE-822	5	2.431818
ES7	VE-822	5	-0.364368
EW-11	VE-822	5	2.74624
SK-ES-1	VE-822	5	1.211215
COLO-829	VE-822	5	2.963603
5637	VE-822	5	4.730639
RT4	VE-822	5	3.340864
SW780	VE-822	5	4.695908
TCCSUP	VE-822	5	2.47661
C-33-A	VE-822	5	3.193924
C-4-I	VE-822	5	4.625667
ME-180	VE-822	5	3.914132
42-MG-BA	VE-822	5	4.369735
8-MG-BA	VE-822	5	2.736596
A172	VE-822	5	4.405465
GB-1	VE-822	5	5.159072
T98G	VE-822	5	1.571737
U-118-MG	VE-822	5	5.389047
U-87-MG	VE-822	5	4.917099
NCI-H720	VE-822	5	4.84122
Calu-3	VE-822	5	5.503422
COR-L23	VE-822	5	3.050359
LK-2	VE-822	5	4.727105
NCI-H1623	VE-822	5	4.116363
NCI-H1650	VE-822	5	6.135311
NCI-H1693	VE-822	5	6.246133
NCI-H2085	VE-822	5	2.365775
NCI-H2170	VE-822	5	0.695826
NCI-H2228	VE-822	5	4.208774
NCI-H2405	VE-822	5	6.646657
NCI-H661	VE-822	5	3.831685
COR-L311	VE-822	5	2.512196
DMS-114	VE-822	5	4.076064
DMS-273	VE-822	5	2.764843
NCI-H1048	VE-822	5	4.730787
NCI-H1092	VE-822	5	5.033285
NCI-H1417	VE-822	5	0.217275
NCI-H1694	VE-822	5	3.980184
NCI-H1963	VE-822	5	4.087659
NCI-H2029	VE-822	5	3.792603
NCI-H209	VE-822	5	2.277129
NCI-H2141	VE-822	5	4.464911
NCI-H2227	VE-822	5	5.965061
NCI-H345	VE-822	5	5.699985
NCI-H446	VE-822	5	3.00801
NCI-H526	VE-822	5	2.735852
NCI-H82	VE-822	5	-0.030137
NCI-H2052	VE-822	5	5.028681
SK-N-DZ	VE-822	5	0.487512
VA-ES-BJ	VE-822	5	4.034112
VMRC-LCD	VE-822	5	3.866715
LU-139	VE-822	5	3.017987
SBC-5	VE-822	5	4.225986
LU-135	VE-822	5	3.678563
NCI-H2122	VE-822	5	-0.157822
NCI-H650	VE-822	5	4.769455
NCI-H929	VE-822	5	3.889118
SK-N-AS	VE-822	5	2.314307
NCI-H1299	VE-822	5	3.840584
NCI-H2087	VE-822	5	4.141521
SW756	VE-822	5	6.615543
NCI-H727	VE-822	5	3.954754
Calu-6	VE-822	5	1.927016
LU-65	VE-822	5	2.866588
NCI-H1355	VE-822	5	3.976973
NCI-H1792	VE-822	5	0.831357
HPAF-II	VE-822	5	5.99748
MIA-PaCa-2	VE-822	5	3.336368
SHP-77	VE-822	5	2.514924
SW1573	VE-822	5	6.114754
SW900	VE-822	5	5.294521
TE-5	VE-822	5	5.034956
HCC1954	VE-822	5	4.113763
HCC1143	VE-822	5	-0.005714
HCC1187	VE-822	5	4.065627
HCC1937	VE-822	5	3.826264
HCC2157	VE-822	5	2.356693
HCC38	VE-822	5	4.410324
BB49-HNC	VE-822	5	4.553228
Ca9-22	VE-822	5	4.773996
CADO-ES1	VE-822	5	3.30715
CAL-33	VE-822	5	2.543981
CP66-MEL	VE-822	5	5.786801
CPC-N	VE-822	5	2.174589
CTV-1	VE-822	5	1.566153
DMS-79	VE-822	5	3.846062
DSH1	VE-822	5	1.745548
EBC-1	VE-822	5	4.316386
EC-GI-10	VE-822	5	2.065332
EPLC-272H	VE-822	5	-0.125914
HA7-RCC	VE-822	5	4.662391
HSC-2	VE-822	5	2.559596
IM-9	VE-822	5	0.953605
IST-SL2	VE-822	5	2.32354
J82	VE-822	5	3.506236
KNS-62	VE-822	5	3.904443
KP-4	VE-822	5	4.524548
KYSE-140	VE-822	5	1.142067
KYSE-410	VE-822	5	3.810714
KYSE-520	VE-822	5	3.536391
KYSE-70	VE-822	5	4.79252
LB771-HNC	VE-822	5	5.044787
LB831-BLC	VE-822	5	4.484721
LB996-RCC	VE-822	5	3.986836
LCLC-103H	VE-822	5	2.796455
LU-165	VE-822	5	4.312193
LXF-289	VE-822	5	4.138729
MS-1	VE-822	5	2.45533
NCI-H1563	VE-822	5	5.459292
PC-14	VE-822	5	2.037476
SBC-3	VE-822	5	3.058794
SK-MM-2	VE-822	5	0.444405
TE-15	VE-822	5	4.552426
U-266	VE-822	5	2.54255
BE2-M17	VE-822	5	3.316595
KELLY	VE-822	5	1.64134
SIMA	VE-822	5	2.383297
TE-1	VE-822	5	4.475149
TE-8	VE-822	5	3.069786
CAPAN-1	VE-822	5	5.645351
OVCAR-3	VE-822	5	4.652501
PC-3	VE-822	5	5.236665
DU-145	VE-822	5	3.932601
HCT-116	VE-822	5	3.506704
HCT-15	VE-822	5	0.490747
HL-60	VE-822	5	2.957781
HT-29	VE-822	5	0.838687
K-562	VE-822	5	4.705348
NCI-H226	VE-822	5	6.929269
NCI-H23	VE-822	5	3.098067
NCI-H522	VE-822	5	4.01829
T47D	VE-822	5	3.504315
MCF7	VE-822	5	5.337489
786-0	VE-822	5	3.127473
A498	VE-822	5	4.327075
A549	VE-822	5	1.993191
ACHN	VE-822	5	1.736937
BT-549	VE-822	5	2.515168
CCRF-CEM	VE-822	5	0.629144
SK-MEL-2	VE-822	5	4.196508
SK-MEL-5	VE-822	5	4.600826
Hs-578-T	VE-822	5	2.581174
MOLT-4	VE-822	5	2.713396
SK-OV-3	VE-822	5	6.37984
MDA-MB-231	VE-822	5	0.873576
COLO-205	VE-822	5	3.98333
SW620	VE-822	5	3.898304
RPMI-8226	VE-822	5	1.263046
SR	VE-822	5	1.592485
NCI-H322M	VE-822	5	0.25106
IGROV-1	VE-822	5	1.113008
OVCAR-5	VE-822	5	1.345062
EKVX	VE-822	5	5.274645
HCC2998	VE-822	5	1.736676
HOP-62	VE-822	5	4.896045
HOP-92	VE-822	5	4.046394
LOXIMVI	VE-822	5	0.55616
M14	VE-822	5	0.71466
UACC-62	VE-822	5	4.228642
UACC-257	VE-822	5	5.075854
RXF393	VE-822	5	3.203327
SN12C	VE-822	5	5.609628
TK10	VE-822	5	3.055697
U251	VE-822	5	5.179863
SF539	VE-822	5	1.02039
SF268	VE-822	5	4.106427
KM12	VE-822	5	1.382513
OVCAR-4	VE-822	5	2.525418
OVCAR-8	VE-822	5	2.653826
BxPC-3	VE-822	5	3.843023
BHT-101	VE-822	5	2.316691
Becker	VE-822	5	2.229958
BE-13	VE-822	5	1.370393
ARH-77	VE-822	5	0.355936
AGS	VE-822	5	1.485877
ABC-1	VE-822	5	5.359058
A2058	VE-822	5	3.289933
A375	VE-822	5	3.142883
A253	VE-822	5	1.427306
8305C	VE-822	5	4.471217
647-V	VE-822	5	5.088938
639-V	VE-822	5	4.043897
697	VE-822	5	1.295032
BT-20	VE-822	5	2.091445
A2780	VE-822	5	1.123983
COR-L105	VE-822	5	5.490762
COLO-824	VE-822	5	3.070668
COLO-792	VE-822	5	4.685785
COLO-680N	VE-822	5	5.348252
COLO-679	VE-822	5	4.421433
CHP-212	VE-822	5	1.3307
CFPAC-1	VE-822	5	3.073666
Ca-Ski	VE-822	5	3.163
CAL-120	VE-822	5	6.676582
CAL-72	VE-822	5	4.494629
CAL-62	VE-822	5	4.830183
C32	VE-822	5	3.521841
Daudi	VE-822	5	-0.375629
DB	VE-822	5	2.331297
Daoy	VE-822	5	2.099851
D-283MED	VE-822	5	1.191851
